Idx	Day of Expt	Sample_Type	QC	Batch 	Order	Sample_id	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M110	M111	M112	M113	M114	M115	M116	M117	M118	M119	M120	M121	M122	M123	M124	M125	M126	M127	M128	M129
99	2014-12-12	Sample	0	3	99	sample_99	49.1	139.8	88.2	18.8	35.0	16.7	12.7	54.5	63.0	12.2	27.8	29.2	59.1	42.3	145.7	46.1	17.1	78.5	43.5	7.5	13.7		212.3	58.5	6.6	23.3	53.3	101.5	26.8	38.5	35.7	99.8	288.0	58.7	38.7	14.8	46.6	103.4	31.6	37.7	14.2	47.7	15.9	15.8	1836.2	55.9	138.8	5270.9	211.7	88.9	343.6	137.3	413.9	2.4	5.0	85.0	189.0	329.1	144.8	4.9	201.9	432.5	293.1	92.4	335.7	650.2	90.2	105.7	60.6		36.1	27.8	28.9	2.0	105.2	333.9	197.7	10.6		178.4	520.0	30.4	160.4	143.1	16.3	44.7	13.7	120.3	239.1	32.3	7.9		39.4	79.9	34.9	10.6		36.7	28.1	2551.7	21.4	74.9	63.9	181.5	15.9	35.9	206.0	21.4	12.4	117.2	28.7	74.0	69.5	36.7	24.9	31.8	63.6	149.4	51.9	42.0	14.0	15.0	72.1	177.8	439.4	12.0	123.7	61.4	70.7
100	2014-12-12	QC	1	3	100	sample_100	31.3	254.9	96.1	26.8	174.4	18.8	42.5	43.2	20.1	147.3	78.4	41.7	81.9	28.2	29.2	215.5	2.6	139.0	41.4	27.1	13.6	32.5	248.6	130.3	22.7	17.2	12.1	25.0	101.7	43.0	18.8	88.5	286.6	37.1		12.4	38.0	186.0	23.2	16.9		184.4	6.2	119.1	567.4	203.4	334.5	7556.8	245.6	86.1	350.4	128.5	591.1	3.9	118.1	44.2	348.4	407.5	420.9	144.9	542.3		296.1	227.2	248.3	3027.5	157.2	159.4	40.4	16.0	27.9	20.4	111.2		97.3	207.0	298.3		2.8	431.5	626.4	1.8	115.3	60.8	44.6	34.0	30.7	141.7	378.4	34.8	56.6	33.6	74.4	241.4	33.7	14.1	22.2	58.2	118.3	93.4	29.4	124.2	45.5	241.8	44.9	36.7	128.2	28.6	46.9	171.6	7.3	166.9	152.3	1.0	287.6	36.5	344.4	166.8	130.4	93.8	5.3	11.6	90.6	438.0	107.7	38.7	191.4	636.1	202.5
101	2014-12-12	Sample	0	3	101	sample_101	45.8	767.1	53.6	52.5	170.1	61.6	45.3	118.4	0.9	180.8	1018.4	69.5	182.4	69.8	68.0	61.4		168.7	48.7	17.2			679.6		37.0	19.8	21.7	11.2	362.4	91.6	449.9	61.2	471.8		2053.2	38.6	190.3	142.2	77.2	25.5		136.2	25.2	55.7	4813.4	621.9	1507.5	11723.0	510.2	131.4		112.6	1142.3	13.0	131.4		530.7	907.5	566.0	680.2	782.8	42.8	427.0	38.1	553.4	10125.8	248.8		48.0	92.0	53.4	28.4	80.3	10.2	72.1	323.8	557.6	58.8	51.6	319.3	1046.0	1.6	264.6	106.5	141.3	68.7	45.5	215.6	322.4	52.7	69.6	6.9	89.5	113.1		32.6		130.5		0.2	37.0		49.2	259.4	421.1	84.4	516.4	26.5	37.3		132.9	151.3		236.3	17.4	14.5	82.4	106.9	144.1	32.1	16.8	35.7	163.9	412.5	432.9	53.0	293.8	90.0	168.3
102	2014-12-12	Sample	0	3	102	sample_102	189.1	300.4	0.1	26.0	53.9	15.3	10.2	48.7	44.4	0.2	57.0	73.4	20.0	43.3	33.8	82.7	0.6	57.7	25.5	12.5			259.5	55.2	11.6	47.2	44.6	447.2	164.9	16.8	15.1	113.9	255.6	18.5	55.0	15.5	21.2	299.4	25.6	0.8	0.4	116.3	9.7	0.3	2161.9	393.0	80.5	6316.9	227.8	4037.5	424.0	213.3	441.7	1.9	177.5	15.3	178.4	263.8	82.1	89.2	317.5	93.0	297.3	169.0	225.2	1830.1	138.5	186.5	29.7	43.4	32.3	61.2	64.6	9.4	103.7	302.1	273.2	11.9	0.7	210.5	576.9	34.4	236.8	117.6	15.2	59.6	23.3	94.4	700.3	4.0	51.9	6.2	38.0	567.8	40.3	8.1	11.0	58.5		94.7	18.5	171.6	162.5	186.3	72.1	37.9	15.9	14.1	15.4	63.0	43.9	186.6	374.9	124.6	79.7	14.1	372.8	57.9	26.0	56.8	9.8	12.5	21.3	537.6	204.1	37.9		137.4	143.0
103	2014-12-12	Sample	0	3	103	sample_103	23.9	104.1	47.9		65.2	6.0	10.2	49.9	21.3	61.7	24.1	19.7	78.1	61.0	42.1	13.5		349.5	50.5	47.4	2.9	31.4	330.0	108.9	8.5	6.2	11.7	8.4	84.8	33.1	13.6	110.4	300.6	104.9		9.6	50.3	55.4	20.8	26.9	24.8	80.8	19.2	27.6	2290.5	254.4	76.6	5729.8	186.9	93.2	334.5	134.8	284.4	0.6		64.9	177.4	177.1	266.7		301.1	216.6	438.7	38.9	218.2	1481.2	90.8	39.0	30.1	6.2	17.5	88.5	14.6		96.5	158.4	15.3	7.1	24.8	117.1	388.3	29.0	135.8		15.9	50.5	16.9	104.6	1008.9	33.3	48.3	6.7	65.4	454.8	35.5	11.0		9.4	21.7	16.8	17.7	227.0	371.0	192.6	246.4	24.5	153.9	26.3	18.9	138.9	21.0	56.4		60.2	48.3	26.1	136.9	282.1	35.3	87.2	18.6	11.3	15.7	31.6	115.8	18.5	118.5	68.7	79.6
104	2014-12-12	Sample	0	3	104	sample_104	31.0	23.5	4.7	24.8	35.2	8.5	12.7	17.3	0.7	2.8	343.5	20.2	17.2	56.4	25.2	30.6	3.3	19.4	9.5	8.5		19.4	125.3	2.0	6.4	10.2	0.4	0.1	17.9	9.8	17.4	123.6	110.3	5.0	3.6	12.8	31.5	96.9	10.8	18.2	84.9	58.7	8.1	45.6	807.0	974.3	1340.3	2659.3	93.2	16.9	204.8	64.5	190.8	0.7	55.6	28.9	201.5	113.9	157.0	0.5	162.1	114.1	267.6	238.4	58.1	432.7	34.2	174.2	16.4	18.3	9.6	10.7	17.9	2.4	264.2	34.1	85.3	4.5	29.9	130.4	206.5		89.4	65.4	29.2	21.6	17.3	35.3	73.1	30.9	6.5		30.5	56.1	10.3	10.1	8.0	29.7	0.8	0.1	12.2	30.1	11.1	66.4	32.3	23.6	42.8	25.8	46.6	6.9	7.2	33.3	364.7	12.9	13.8	6.4	118.4	16.9	18.0	24.1	4.1	8.2	53.7	195.4	46.2	9.2	64.3	69.7	57.4
105	2014-12-18	Sample	0	4	105	sample_105	145.8	1189.7	417.5	39.9	2503.0	339.4	171.3	98.3	119.4	818.8	142.5	359.5	1491.2	83.7	163.6	151.8	138.0	1236.5	197.2	93.8	41.7	195.4	1385.4	360.9	53.5	59.9	143.9	23.2	89.6	62.8	264.9	874.2	961.2	861.3	137.4	111.5	520.7	1093.9	157.4	65.5	0.2	673.4	17.3	204.2	2043.5	907.0	831.4	26455.5	410.5	728.7	1264.2	339.9	2709.7	13.8	141.0	204.7	2839.6	1260.6	1633.8	857.1	1713.7	1703.7	3691.8	409.5	2138.8	12676.9	180.2	224.1	95.9	75.8	190.7	245.3	243.7	171.0	650.7	1060.9	683.2	78.0	3504.4	489.3	1139.3	20.8	1135.2	87.6	232.4	182.3	70.5	718.9	2027.6	514.2	245.9	16.3	102.5	1722.5	50.6		10.9	154.5	231.7	280.6	218.5	386.5	399.4	1579.2	433.8	257.5	1305.7	101.1	934.9	58.5	36.8	567.2	289.4	770.1	54.7	156.0	914.9	678.9	152.5	159.4	13.0	74.6	360.3	1404.7	607.7	117.1	392.7	890.9	394.1
106	2014-12-18	Sample	0	4	106	sample_106	181.7	26195.8	178.0	36.8	333.3	35.3	44.0	26.0	76.7	339.9	307.9	47.1	74.4	39.0	48.7		75.2	465.0	118.6	57.0	135.8	74.4	649.4	162.5	20.8	35.1		14787.1	135.1	15.2	21.5	113.8	382.0	25.6	6357.1	31.3	87.1		55.2	45.7	238.6	91.7	13.2	230.8	731.2	1501.4	1771.3	10748.3	326.7	208.0	713.6	204.7	6026.8	1.0	156.8	141.0	16077.3	6371.7	10448.2	2162.5	2736.2	1020.6	15297.4	5168.5	694.1	2445.8	387.9	180.3	93.9	55.6	38.5	594.9	112.9	32.0	130.3	3230.2	843.4	12.5	9.7	206.8	2720.9		3563.2			65.1		405.4	1497.3	20.3	57.1	23.9	126.7	1000.3	186.9		13.9	154.0	228.3		35.5	261.7	971.4	776.2	42.1	94.0	924.5	1397.2	567.2	147.4	6373.7	435.1	1209.3	109.6	646.1	22.5	840.1	1005.0	96.4	152.6		23.4		1102.2	305.1	50.5	79.2	543.3	153.1
107	2014-12-18	Sample	0	4	107	sample_107	0.7	549.6	81.2	100.5	215.8	45.2	32.2	67.4		219.2	124.6	70.6	136.5	100.8	37.9	90.5		472.8	123.0	75.6			1356.1	216.7	15.7	27.3	10.8	15.6	38.9	23.9	50.0	227.3	383.9	177.4	237.6	62.5	88.3	57.7	34.3	21.9		103.7	11.6	69.3	4677.2		691.1	15178.6	524.3	182.5	687.0	173.0	608.6	7.5	185.5	238.1	764.9	444.3	496.9	282.8	448.9	483.4	1027.5	695.9	801.1	2267.4	128.3	547.0	95.7	58.9	42.4	376.2	155.4	22.5	262.2	389.0			517.2	378.6	917.3	53.9	525.5	117.8	44.6	114.8	46.3	225.6	1849.3	185.8	58.7	22.7	44.6	1298.3	8.1	0.1	13.7	64.6	74.7	126.3	30.2	358.7	456.8	253.7	139.6	131.3	279.7	32.5	27.7	75.8	38.3	259.9	228.9	62.5	69.3	36.4	519.2	367.8	183.4	152.4		42.2	225.5	381.3	245.6	58.8	307.9	187.2	385.6
108	2014-12-18	Sample	0	4	108	sample_108	31.9	213.3	71.1	7.8	143.5	15.5	12.1	26.7	17.1	28.6	23.0	17.5	110.6	36.7	18.8	45.6		2.6		41.4	1.2		104.3	34.0	3.9	6.7	16.8		18.0	2.2	30.4	79.0	124.9	34.9	97.2	39.2	23.6	15.9	16.7	30.4	12.6		10.8	21.7	2670.1	71.8	50.5	4502.0	64.1	320.9	156.9	71.8	242.6	5.1		57.6	207.7	150.2	38.2	119.8	186.0	91.8	392.2	68.6	196.7	383.1	25.4	34.5	14.3	38.4	11.7	11.7	24.7	10.6	50.0	245.2	49.9	3.3		107.5	247.3	0.9	80.7	29.6	9.4	50.7	28.9	76.0	56.6	35.5	45.1		59.4	61.5	8.7	8.7	5.5	8.3	3.0	140.7	18.2	20.6		17.5	269.7	19.5	99.2	7.6	107.7	32.0	20.4	28.9		52.3	9.4	19.8	32.5	19.2	60.2	0.4	9.1	9.9	875.5	194.3	108.0	16.1	93.0	28.7	50.7
109	2014-12-18	QC	1	4	109	sample_109	123.9	232.6	239.4	37.2	144.3	19.7	41.0	46.4	50.5	80.8	97.9	57.3	90.1	30.8	32.0	248.1	2.9	124.0	160.0	39.5		52.2	440.0	59.4	18.2	17.3		18.3	78.2	28.7	20.2	100.0	318.3	25.0			33.1	374.0	35.5	32.8	62.1	179.6	8.9	24.0	570.2	84.0	603.2	8100.5	115.0	111.9	426.8	189.5	277.1	2.4	113.5	96.5	199.3	275.0	212.3	185.4	711.3	239.9	308.5	52.4	237.5	3061.7	85.9	137.4	34.8	15.7	31.1	49.0	117.0	12.7	111.8	402.9	430.8	5.1		463.1	458.7		171.2	89.1	28.0	41.2	13.9	163.0	339.8	27.2	46.9	6.4	66.4	29.8	23.0		20.2	7.6	68.9	157.3	31.7	121.8	214.4	224.1	51.8	37.4	244.7	21.5	197.4	128.1	3.9	81.3	175.8	85.1	282.2	30.4	89.1	213.1	180.3	95.4	3.8	17.8	272.6	554.7	142.7	38.1	125.8	711.3	206.6
110	2014-12-18	Sample	0	4	110	sample_110	25.9	9.9		56.7	164.0	8.8	18.1	16.5	4.5	23.5	911.7	13.8	3422.2	0.5	78.2	33.8	8.4	69.7	15.3	12.3	0.1		350.3	2.1	12.9	7.0	7.2	6.2	2413.2	384.1	29.1	77.8	282.1	44.8	22.7	41.2	61.2	117.6	16.7	34.0	0.1	69.4	4.8	32.2	1113.6	127.9	285.9	4613.1	104.9	110.0	227.1	177.8	238.0	6.7	121.2	43.3	254.4	15.6	123.8	59.0	104.6	292.0	1558.2	154.6	110.5	345.0	2.5		33.8	13.1	18.1		13.5	19.1	192.7	0.1	48.8	6.4	258.2	176.3	336.1	8.3	215.0	0.2	57.6	38.6	12.2	87.3	410.0	90.0	68.7		35.4	15.3	83.1	9.3	0.8	20.3	23.0		13.0		61.1	60.7	37.0	64.2	233.8	14.2	0.1	63.1	37.3	47.9	716.3	40.4	26.7	31.4	107.0	15.8	32.0	3.4	5.2	13.6		116.2	88.5	5.1	111.3	2.0	62.7
111	2014-12-18	Sample	0	4	111	sample_111		570.8	397.8	203.6	2143.1	38.0	83.3	525.0		29.1	2676.3	576.2	1052.8	306.8	181.7	137.9	16.2	804.8	153.3	197.3	100.6	69.8	1092.8	47.9	59.9	62.8	212.3		389.7	169.6	444.2	269.4	436.8	936.4	296.4	150.5	1026.5	178.1	913.9	98.0	12.1	153.7	45.1	125.5	1216.8		485.9	30214.0	1547.1	927.7	5732.7	656.0	1854.5	9.5	19704.1	281.5	522.0	967.8	831.1	1011.2	981.2	1295.0	1054.3	646.2	2052.4	2554.0		1639.0	139.8	534.6	171.2	137.0	195.8	157.5	840.7	1100.8	1293.9	241.6	175.8	998.4	617.3	3.3	824.7	204.9	376.0	287.6	200.6	798.8	1055.6	742.4	79.3	146.8	505.6	714.3		11.9	13.1	118.3	12.8	651.6	29.8		387.5	1190.8	113.4	172.4	1032.8	411.0	73.2	39.2	69.3	636.2	70.9	1003.3	135.4	318.7	1150.7	195.9	173.6	308.8	13.4	202.2	469.3	798.6	986.8	135.4	718.0	387.4	502.5
112	2014-12-18	Sample	0	4	112	sample_112		119.5	29.7	39.9	54.0	61.0	152.5	281.1	193.6			159.2	123.3	70.8	56.8	470.4	5.3	373.7	214.8	333.9			234.4	197.7	30.5	22.3	527.4	30.8	87.0	35.6	102.2	174.7	309.0		22.2	21.8	65.0	360.6	141.6	17.8	0.6	253.1	16.2		4712.9	112.7		9121.6	408.5	179.1	404.1	90.7	892.7	6.2	13277.3	98.6	68.6	587.7	99.3	484.7	489.0	1397.9		116.9	347.5	2041.5	82.9	111.7	190.5	150.9	71.3	246.2	40.6	27.7	215.4	391.9	314.9	7.6	1.0	311.6	513.2	500.5	109.6	6.9	49.0	91.6	51.2	230.2	927.5	33.7		34.5	36.2	887.1			12.3	82.7	8.2	197.5	98.4		302.2	384.6	49.5	116.2	52.8	52.5	27.7	41.8	1.2	146.6	325.4	261.0	43.4	42.5	621.0	241.3	526.8	127.4	14.2	15.5	243.7	116.7	155.1	4.6	186.2	262.6	255.3
113	2014-12-18	Sample	0	4	113	sample_113	0.9	97.9	58.9	17.3	52.2		90.0	26.7		32.6	36.6	40.6	49.3	21.5	25.8	90.7		106.5	34.9	25.5	30.1		232.9	38.8	14.1	31.6	4.7	15.9	36.7	16.4	4.6	84.7	202.4	43.9	18.6	14.0	19.5	81.0	18.2	44.4	18.2	89.5	8.2	27.8	1454.0	43.3	219.8	5380.3	153.2	136.6	135.8	111.4	236.9	0.5	24.0	27.5	273.9	159.5	222.0		267.2	113.9	292.7	148.0	180.1	188.3	81.3	58.8	32.9	78.4	13.1	52.8	56.2	8.5	67.4	162.1	106.7	6.1		90.0	229.0		76.8	8.7	11.6	45.6	11.0	90.2	334.0	33.4	45.1	24.1	35.8	409.9	10.4	8.9	11.0	14.9	13.2	1249.3	27.7	87.7	78.1	124.3	34.4	51.7	187.9	9.2	18.2	77.0	47.1	121.6		45.2	180.6	11.6	15.8	153.6	52.8	36.5	7.0	7.5	107.0	156.3	52.6	67.5	81.5	106.0	88.5
114	2014-12-18	Sample	0	4	114	sample_114	51.4	147.0	162.8	51.3	165.6	26.9	51.1	59.0	46.8	98.1	122.6	32.3	72.8	61.5	45.5	177.4	51.4	75.3		59.8	43.3	41.9	468.6	154.9	26.7	16.0	14.2	14.3	37.6	7.8	5.7	99.8	355.6	77.3	132.3	19.8	7.2	375.8	40.0	15.6	0.2	158.7	13.4	72.8	2123.4	183.9	122.0	8512.3	324.9	196.4	393.8	140.8	476.8		128.6	119.3	331.8	190.5	204.7	108.2	636.5	326.9	542.6	411.8	329.2	3712.9	337.1	253.1	78.0	44.5	24.4	119.9	41.5	8.4	155.2	239.5	262.3	13.5	0.4	88.7	295.0		168.7	51.2	36.3	69.7	37.5	187.7	279.0	55.9	42.8	27.4	94.8	221.9	55.4	12.0	17.0	46.5	67.7	170.8	17.8	38.3	263.5	189.9	28.0	30.1	167.0	31.8	29.1	162.5	4.6	140.6		55.2	457.2	43.4	69.4	176.0	100.2	51.6	11.9	22.1	390.6	702.3	73.7	24.5	151.6	156.4	205.5
115	2014-12-18	Sample	0	4	115	sample_115	41.3	408.4	91.7	15.5	72.8	37.3	16.6	51.2	34.6	110.1	306.0	81.0	85.7	39.4	43.9	40.7	33.0	72.4	43.5	50.7		50.4	1125.6	78.7	17.1	26.2	21.8	52.1	30.1	19.7	11.0	108.3	400.9	78.3	261.2	13.8	45.0	348.5	120.5	49.6	59.4	80.3	17.0	27.2	6107.7	27.2	145.8	13814.8	307.0	131.5	327.9	80.9	865.1	11.1	679.9	169.4	372.0	603.5	357.0	411.1	275.6	199.3	265.2	27.0	562.1	285.8	53.8	67.1	94.8	42.2	54.6	73.5	89.2	37.1	109.7	446.6	511.1	40.3	28.6	278.8	659.5	7.2	141.0	27.3	36.5	133.3	34.7	290.0	272.7	83.8	99.2	3.5	69.0	139.2	88.9	9.4	11.1	17.5	26.0	368.9	32.2	45.7	137.7	312.7	27.7	32.5	380.3	27.6	84.1	16.0	148.9	412.3	196.4	173.1	29.0	21.1	34.2	151.8	79.3	52.3	15.4	33.2	114.5	26.1	408.5	43.1	299.8	84.4	219.5
116	2014-12-18	Sample	0	4	116	sample_116	86.7	362.6	278.1	35.9	256.6	19.0	78.7	37.5	66.3	16.0	29.6	56.4	79.4	44.1	43.7	92.0		185.3	131.0	100.4	12.1	24.1	609.1	25.3	29.4	10.1	75.1	15.5	86.3	70.5	21.4	263.6	315.9	97.5	498.7	14.7	21.1	76.9	29.8	13.3	94.2	190.6	22.4	13.5	2534.7	190.1	259.1	9447.7	39.0	105.0	401.1	159.0	913.9	9.1	99.7	105.7	564.8	395.6	607.4	452.9	873.8	590.4	172.2	163.4	506.9	2507.3	310.4	279.0	47.2	31.0	25.8	104.3	114.9	21.1	131.5	500.2	491.6	8.1	13.2	155.9	632.1	9.3	249.0	141.5	18.4	42.3	27.4	150.1	371.2	86.8	48.4		49.9	125.5	45.6	10.9	14.8	46.7	56.8	0.2	25.0	147.8	230.5	439.1	39.0	43.5	334.5	43.1	410.3	55.1	32.2	349.8		70.7	274.4	21.9	134.8	239.7	98.3	10.8	18.6	21.0	80.2	701.2	1137.9	65.1	118.7	719.5	204.8
117	2014-12-18	Sample	0	4	117	sample_117	316.4	582.6	158.0	32.7	304.7	41.9	30.3	76.0	6.9	266.7	4.5	88.1	105.3	81.8	74.4	22.0	5.0	50.2	70.7	44.4	3.6		570.4	0.3	24.3	22.2	1.8	2.0	55.3	35.1	101.6	280.4	358.1	177.2	390.2	15.3	119.0	316.0	69.8	57.4	121.9	76.4	29.9	113.0	5462.0	359.5	132.7	21172.0	381.0	302.9	632.0	132.7	608.6	12.5	246.0	179.1	689.3	429.1	239.7	342.4	585.6	408.6	337.1	176.3	545.5	818.7	105.1	105.9	29.1	321.9	45.1		50.8	27.3	255.8	316.4	514.9	18.6	47.1	784.6	716.8	8.2	628.2	53.1	60.8	160.5	23.0	273.7	229.8	104.8	104.1	51.1	134.9	88.0	111.1	5.4	10.5	81.9	114.1	143.2	28.7	4.9		270.5	1716.9	77.5	444.2	28.5	38.8	111.2	70.4	186.6	435.0	307.0	31.7	19.0	114.6	56.0	41.6	7.4	28.1	31.8	104.8	941.7	374.7	44.5	302.2	80.2	161.4
118	2014-12-18	QC	1	4	118	sample_118	152.3	260.0	198.8	32.6	156.4	6.5	39.9	43.2	46.8	97.0	85.7	53.7	80.8	29.3	29.5	172.1	0.5	55.6	48.0	61.2		66.2	288.9	161.1	21.7	16.7	6.5	15.2	48.1	20.2	19.2	95.3	282.6	42.7	1.9	13.7	39.4	136.6	26.9	27.1	103.3	191.6	9.8	45.5	565.5	428.3	362.3	7524.2	70.9	102.3	374.8	113.4	519.7	2.8	107.7	77.4	246.6	246.0	326.3	117.0	586.3	248.7	277.0	275.7	242.3	2989.6	77.5	163.8	39.1	16.1	29.2	76.9	126.7	12.9	101.8	376.3	390.8	4.4		444.8	593.1		108.5	84.6	17.2	46.3	23.4	143.8	368.7	33.3	29.1	17.3	63.2	275.6	4.7	19.8	22.0	11.4	67.5	61.0	26.0	119.6	68.5	228.2	39.8	46.5	217.3	16.6	257.8	113.2	4.2	165.5	112.2	67.6	282.8	33.2	343.5	167.8	111.7	111.5	7.4	7.7	267.8	128.6	132.7	36.1	127.7	666.5	188.2
119	2014-12-18	Sample	0	4	119	sample_119	215.8	357.8	110.5	49.0	77.5	129.9		114.2	23.5	92.1	107.9	75.7	252.9	19.0	31.6	14.9		43.1	28.8	0.5		11.3	345.0	0.4	4.4	21.2	19.6		579.5	188.2	70.4	55.7	442.8	131.6	92.0		105.2	35.5	42.6	63.5	19.8	59.8	25.5	25.3	2830.8	189.9	78.3	7616.4	270.5	172.8	119.9	85.7	355.0	2.9	89.6	64.3	285.3	240.8	226.5	93.2	224.0	295.3	302.1	51.3	472.1	2358.2	53.0	102.6	30.5	70.4	37.2	85.7	83.8	31.0	80.2	61.4	297.8	35.7	0.8	78.7	242.1		231.5	97.8	59.1	60.8	21.5	125.6	235.5	63.5	33.8		57.3	69.5			5.1	55.9	21.5	62.4	67.5	209.1	45.5	246.6	145.0	78.2	292.5	44.4	8.6	52.5	12.6	127.5	71.0	152.7	348.4	14.3	339.0	79.9	93.7		25.7	31.4	54.0	338.7	279.8	25.1	253.3	41.6	135.1
120	2014-12-18	Sample	0	4	120	sample_120	205.1	394.3	274.5	22.4	150.0	32.2	59.7	77.6	166.6	64.3	113.0	93.7	171.7	94.3	86.3	149.8	87.0	832.9	76.6		17.0	129.3	925.3	283.6	17.4	21.1	23.9	21.4	158.5	51.2	60.9	309.5	639.6	193.6	2393.2	93.3	107.0	940.5	19.6	55.0	94.6	105.2	18.8	74.6	5528.2	487.9	179.1	12343.7	51.3	286.0	653.0	304.0	1297.8	6.1	401.6	58.8	972.6	486.1	920.3	418.4	550.0	565.6	443.4	197.2	550.8	2337.6	195.9	156.5	52.5	62.8	71.8	176.7	109.2	21.5	53.2	686.0	951.4	44.9	55.6	2007.9	947.3	89.9	970.9	434.4	32.0	99.3	39.5	0.5	2137.0	84.3	43.6	70.0	63.1	1541.5	51.3	10.5	11.8	68.7	56.3	83.8	55.3	376.9	463.2	189.0	73.0	63.7	0.4	80.3	491.0	108.5	105.1	390.8	165.7	154.2	187.0	35.1	151.9	276.8	93.4	111.2	16.6	37.5	72.4	1138.5	323.0	92.5	244.5	235.7	205.6
121	2014-12-18	Sample	0	4	121	sample_121	48.1	263.9	170.3	0.1	117.8	34.0	50.8	37.9		152.9	158.4	31.1	107.1	71.9	59.8		34.5	129.3	68.8	27.5	38.1		135.7		22.3	36.6	25.9	57.6	184.4	78.5	24.8	224.2	296.7	176.6	197.5	46.1	40.0	226.1	42.1	49.3	41.3	90.5	8.7	43.8	482.4		130.4	10175.9	338.7	164.8	498.8	430.4	506.5	0.8	21.9	88.2	470.0	271.3	219.0	296.2	645.5	486.7	423.3	135.9	448.7	840.0	81.5	145.4	54.6	40.1	24.3	274.6	61.4	8.4	160.5	327.9	103.5	11.8		145.2	234.7	1.7	218.7	512.7	79.5	63.6	117.3	197.0	478.5	83.2	80.2	25.9	62.1	825.3	0.7			56.4	259.2		20.4	207.2	75.9	383.8	105.1	104.4	314.2	48.7	18.5	57.7	54.0	218.2	759.2	63.1	19.1	31.2	128.8	180.9	51.3	147.1		20.4	107.0	348.3	222.9	22.1	90.7	131.6	140.5
122	2014-12-18	Sample	0	4	122	sample_122	7.1	394.2		19.4	79.2	18.7	13.8	66.2		31.4	210.4	5.0	129.5	437.6	20.0	29.2	18.5	119.8			6.0	8.7	320.9	48.3	11.3	10.3	11.4	0.4	4.8		54.7	87.0	338.7		761.2		32.4	21.3	25.3				19.7		1726.1	166.3		5655.8	178.8	292.0		16.4	779.9		111.9	123.8	1702.6	1225.3	473.6	192.9	664.8		7.3		254.6	1389.2	19.4			6.6	490.4	48.4	46.3	7.5	68.7	475.7	265.6	28.0	31.9	36.0	520.8	3.0	558.1	15.2	8.5	322.6	14.2	76.6	103.0	62.2	25.1	4.6	30.5		18.3		10.8	18.8	0.9	56.7	14.1	360.4	97.7	90.5		118.0	187.7	4.9	5.6	27.4	11.5	75.9	10.3	42.0		37.6	65.4	215.3	89.3	40.6	19.8	61.5	47.7	330.5	331.5	6.4	161.0	79.5	52.5
123	2014-12-18	Sample	0	4	123	sample_123	27.2	133.4	43.4	1.8	160.3	9.7	42.3	17.8	30.8	44.0	74.7	51.1	61.1	17.0	37.4	103.4	10.7	321.8	20.1	44.5	0.7	33.6	212.8	125.1	18.0		37.8		63.4	19.6	11.6	93.2	243.8	33.2	126.1	23.8	36.2	40.7	10.2	67.0		59.5	4.1	25.4	1671.7	151.5	112.9	3838.1	172.6	88.1	174.8	62.7	512.2	0.6	0.4	49.8	258.8	309.1	221.8	180.8	168.0	100.7	421.9	207.0	208.7	994.9	69.8	178.0	90.2	8.4	11.5	90.8	20.3	8.2	38.6	843.8	277.5	8.4	12.6	15.1	570.3	30.0	928.5	34.4	17.8	32.3	194.8	61.7	717.0	64.2	84.3	10.1	28.3	93.3	17.8			20.8	28.2	33.8	17.1	302.5	231.2	115.8	61.9	33.8	105.7	20.3	36.5	92.8	20.2	1579.1	100.1	93.2	108.1	15.5	148.7	493.9	39.6	48.0	4.4	7.9	70.1	106.3	90.0	7.3	69.4	128.1	70.6
124	2014-12-18	Sample	0	4	124	sample_124	113.4	82.4	163.5	39.7	131.9	22.9	22.5	53.6		2.5	217.0	54.3	86.3	57.2	42.0	74.9	69.9	81.6	48.6	95.1		1.7	592.8	30.4	20.2	14.1	25.8	0.4	35.2	8.3	11.0	132.4	421.1	101.5	242.8	15.0	53.6	193.9	37.7	64.9	19.0	127.2	46.0	26.9	1950.9	88.2	275.2	7205.0	546.5	270.2	406.9	309.2	506.6	6.5	26.5	142.7	435.8	186.8	370.5	304.7	477.2	233.7	570.8	201.7	416.9	605.4	233.4	193.4	78.7	127.5	49.4	147.7	71.1	10.1	170.2	456.5	389.5	20.3	1.0	297.1	534.2	21.6	134.0	128.5	15.6	67.9	32.9	160.6	352.7	48.0	70.1	25.6	78.6	266.4		10.7	6.9	19.7	52.8	99.2	21.8	129.7	83.5	219.5	39.9	36.4	195.8	15.3	108.7	94.7	47.7	80.0	125.6	76.5	257.5	50.5	1573.3	85.6	108.6	1.0	49.0		351.7	352.7	163.2	25.3	77.8	167.2	285.9
